Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands
Sri Lanka,2005,32.3368729874893,24405791044.7761,6.24174804376447,1207.21994764165,41.267099970564,11.6396860971118,73.6039729580533,30.922,70.561,17.017,18.867,39.48,38.381,28.242,7.17,10.27,4.1,4.0,5.55,3.29,11.93,5.569,7.67,38.826,21.542,27.7,-2.66382240513017,46.8753052051031,1.11612854301768,39.825,77.061,69.391,73.073,0.639733163202014,14.325,7.67,18.303,44645.70212765958,127323.2743678161,5885.765306122449,47.0,87.0,49.0,2098348.0,11077124.870000001,288402.5,15950938.0,20216524.0,10254513.0,9962011.0,3573620.0,1.0,6.0,0.0,145000.0,145000.0,0.0,0.0
Sri Lanka,2006,30.1285270937972,28279802405.9138,7.66829190107919,1389.50625583936,41.1326513945037,10.0201836057035,71.2611784883009,31.41,71.024,19.322,18.867,40.257,38.381,29.747,7.17,10.27,4.1,4.0,5.55,3.29,9.937,4.804,6.5,29.032,18.27,22.121,-5.29710561091735,42.4995102864864,1.6962636199314,39.7,77.173,68.823,72.825,0.669909171598541,12.2,6.5,18.288,44373.382978723406,134605.03195402297,5973.214285714285,47.0,87.0,49.0,2085549.0,11710637.78,292687.5,16072910.0,20352411.0,10344264.0,10008147.0,3597241.0,1.0,25.0,2.0,333000.0,333002.0,3000.0,289.0
Sri Lanka,2007,29.1149996870361,32350238760.4239,6.79682611892866,1578.63451125392,39.491511973103,15.8421114924843,68.6065116601391,31.466,71.231,19.033,18.867,39.769,38.381,29.322,7.17,10.27,4.1,4.0,5.55,3.29,9.174,4.389,5.97,28.527,17.508,21.467,-4.33041626176129,44.2579988597844,1.8639738781084,38.5,77.34,68.954,72.983,0.686177993870037,10.733333333333333,5.97,18.272,42284.34042553192,130123.85528735632,6045.028571428572,47.0,87.0,49.0,1987364.0,11320775.41,296206.4,16190874.0,20492545.0,10437686.0,10054859.0,3619915.0,3.0,33.0,0.0,406000.0,406000.0,50.0,128.0
Sri Lanka,2008,24.8414870988205,40713826215.0093,5.95008814473897,1973.58476901287,38.5275565094015,22.5644955300126,63.369043608222,31.578,71.626,19.276,18.867,40.254,38.381,29.65,7.17,10.27,4.1,4.0,5.55,3.29,8.244,3.727,5.22,25.913,14.682,18.731,-9.54319542329735,41.0645558757827,1.84752962305149,37.300000000000004,77.69,67.879,72.556,0.665501489405385,9.266666666666666,5.22,18.257,48121.21276595745,143523.6203448276,6358.783673469388,47.0,87.0,49.0,2261697.0,12486554.97,311580.4,16304311.0,20629378.0,10531352.0,10098026.0,3641521.0,4.0,57.0,0.0,826905.0,826905.0,0.0,811.0
Sri Lanka,2009,21.328366243783,42066224093.0065,3.53891205317842,2026.65939950702,27.8207752870405,3.46496322106074,49.1491415308235,31.188,71.033,18.275,18.867,38.193,38.381,28.098,7.17,10.27,4.1,4.0,5.55,3.29,8.781,4.401,5.85,28.016,17.278,21.155,-0.510385718302903,46.9067288289757,0.960390452698523,36.1,75.335,65.696,70.298,0.614014271918797,7.8,5.85,18.242,45596.02127659575,140707.64425287358,6517.518367346939,47.0,87.0,49.0,2143013.0,12241565.05,319358.4,16413044.999999998,20756435.0,10622450.0,10133986.0,3662041.0,4.0,349.0,0.0,355007.0,415007.0,0.0,0.0
Sri Lanka,2010,21.089202506523417,58636161081.712,8.01596737040464,2808.36779237408,27.688077237309766,6.2176488930462,48.77727974383318,31.426,71.642,18.894,18.867,37.988,38.381,28.296,10.719,16.306,5.449,3.274,5.076,2.509,7.476,3.451,4.784,23.596,15.911,18.684,-1.83339082942674,37.3743097647659,0.81444451886013,36.96666666666667,78.2,70.862,74.463,0.589181271319281,7.333333333333333,4.784,18.226,49323.479166666664,150707.17989361702,6479.9619999999995,48.0,94.0,50.0,2367527.0,14166474.91,323998.1,16516926.0,20879089.0,10710896.0,10168193.0,3681427.0,2.0,35.0,10.0,770255.0,770265.0,105000.0,457.0
Sri Lanka,2011,20.850038769263833,67753284043.9282,8.66948301160571,3224.95736331928,27.555379187579035,6.7167684358854,48.40541795684287,31.578,71.472,17.607,17.55,38.896,39.314,28.09,7.516,12.397,2.66,3.101,4.881,2.341,6.978,2.681,4.118,24.402,12.636,16.758,-6.81209784164494,38.4422070940857,1.41088363979556,37.833333333333336,78.342,71.224,74.74,0.620507027958285,6.866666666666667,4.118,18.211,49769.541666666664,146524.62627659575,6485.9619999999995,48.0,94.0,50.0,2388938.0,13773314.870000001,324298.1,16615442.0,21009048.0,10799994.0,10209054.0,3699575.0,5.0,254.0,92.0,294943.0,1355308.0,500000.0,36056.0
Sri Lanka,2012,20.61087503200425,70447216891.3366,8.63218138024038,3327.77612404326,27.4226811378483,7.54291373239437,48.033556169852545,30.637,72.223,17.571,17.28,38.269,38.39,27.789,7.54,10.75,4.54,3.17,4.66,2.61,6.16,2.787,3.88,22.704,13.688,16.795,-5.69099820826854,51.6165842309571,1.33591734742632,38.7,78.624,71.778,75.187,0.760628047767682,6.4,3.88,18.196,50137.895833333336,153864.10468085107,6632.044,48.0,94.0,50.0,2406619.0,14463225.84,331602.2,16708167.000000002,21169458.0,10894416.0,10275041.0,3716388.0,3.0,53.0,21.0,2247000.0,2316021.0,58200.0,0.0
Sri Lanka,2013,20.371711294744667,77000578167.353,4.05174632926911,3740.61589348326,27.289983088117566,6.90845034828452,47.66169438286223,31.665,69.747,17.512,17.408,36.613,37.03,26.985,4.081,5.502,2.487,3.041,4.611,2.368,6.505,2.994,4.186,24.422,14.368,17.939,-3.29942347704936,52.2481960961188,1.21109651353017,38.85,78.934,72.164,75.546,-2.79968273298027,5.75,4.186,18.198,53082.145833333336,167653.52436170212,6890.166,48.0,94.0,50.0,2547943.0,15759431.29,344508.3,16791684.0,21358827.0,10994717.0,10364111.0,3735549.0,3.0,117.0,15.0,77424.0,81300.0,2000.0,0.0
Sri Lanka,2014,20.132547557485083,82528535713.926,6.37797889289399,3971.91913148166,27.157285038386835,3.1790022823606,47.289832595871914,31.117,69.483,16.555,16.365,34.43,34.528,25.459,4.762,5.62,3.672,3.036,4.008,2.631,6.304,3.071,4.157,25.355,15.161,18.781,-2.40848114779964,52.3589316985507,1.08281211166124,39.0,79.194,72.325,75.757,0.933207942647201,5.1,4.157,18.218,45806.98,170436.68034090908,7071.207692307692,50.0,88.0,52.0,2290349.0,14998427.87,367702.8,16866370.0,21547456.0,11094773.0,10452683.0,3757194.0,7.0,336.0,29.0,3005467.0,3005826.0,27000.0,0.0
Sri Lanka,2015,19.8933838202255,85090301052.0465,4.20595547677647,4057.7158346231,27.0245869886561,3.76836783062096,46.9179708088816,32.7,71.515,18.443,18.268,35.504,35.659,26.977,5.988,8.754,2.512,3.131,4.889,2.361,7.445,2.986,4.519,25.477,15.558,19.232,-2.21267766202146,52.8483308088162,0.798746315198802,39.15,79.395,72.572,75.99,0.91981102654886,4.45,4.519,18.256,52476.52,191209.30666666667,7333.732692307692,50.0,87.0,52.0,2623826.0,16635209.68,381354.1,16932569.0,21729972.0,11191992.0,10537979.0,3781471.0,2.0,10.0,9.0,27300.0,27309.0,0.0,0.0
Sri Lanka,2016,19.8240360429518,88000211171.5956,5.05362488994436,4149.19190775593,26.6475009822669,3.9588884659307,46.4715370252187,32.842,71.797,16.602,16.518,35.3,35.601,25.988,6.216,8.73,3.199,3.058,4.279,2.518,6.836,2.889,4.242,27.519,16.044,20.07,-1.9799949250478,54.3749591244192,1.01937184461335,39.3,79.507,72.738,76.136,1.13327749793807,3.8,4.242,18.311,50521.32,183036.95056179774,7515.792307692308,50.0,89.0,52.0,2526066.0,16290288.6,390821.2,16990083.0,21910772.0,11288311.0,10622461.0,3808409.0,2.0,203.0,0.0,1201602.0,1201602.0,1220000.0,0.0
Sri Lanka,2017,20.2242000361133,94369350285.5814,6.46068127065753,4398.88828068715,26.9162097643511,7.70413767850602,47.1404098004644,33.812,71.505,18.279,18.237,35.742,36.084,27.071,7.098,9.046,4.837,2.577,3.95,1.956,6.321,2.824,4.046,23.17,14.133,17.391,-2.44676435306533,55.1442273152069,1.45462805347274,38.766666666666666,79.592,72.847,76.239,1.14388758411593,3.433333333333333,4.046,18.384,42979.82,153099.7791011236,7279.201923076923,50.0,89.0,52.0,2148991.0,13625880.34,378518.5,17038849.0,22087522.0,11382582.0,10704940.0,3838068.0,4.0,649.0,155946.0,1052975.0,1208921.0,735000.0,0.0
Sri Lanka,2018,21.4462486146411,94450015982.8405,2.31008425545845,4358.56095906047,28.363148137495,2.135037737132,49.8093967521361,30.799,69.96,14.615,14.501,32.758,33.032,23.768,8.525,11.674,4.479,2.774,3.586,2.445,6.966,2.986,4.318,28.804,16.212,20.496,-2.96352841915779,57.4626054168979,1.70888696252002,38.233333333333334,79.812,73.107,76.485,1.0064319813899,3.066666666666667,4.318,18.476,48787.16,173004.96224719103,7571.225,50.0,89.0,52.0,2439358.0,15397441.64,393703.7,17079399.0,22253118.0,11471228.0,10781889.0,3870642.0,3.0,34.0,0.0,303712.0,303712.0,0.0,0.0
Sri Lanka,2019,21.8235309247363,88998706296.5783,-0.220483886831275,4081.94772722003,27.6019929607237,3.52839358231811,49.42552388546,31.555,69.817,15.648,15.459,32.711,32.842,24.269,7.789,11.036,3.415,3.107,4.264,2.627,7.331,3.294,4.67,27.356,16.703,20.425,-2.07126631371234,64.8429879638496,0.835367459152173,37.7,79.888,73.424,76.698,0.611875945764341,2.7,4.67,18.585,47795.294117647056,184120.98397727273,7662.111320754718,51.0,88.0,53.0,2437560.0,16202646.59,406091.9,17112476.0,22410552.0,11555310.0,10855241.0,3906383.0,7.0,58.0,18775.0,754650.0,773425.0,0.0,0.0
Sri Lanka,2020,15.4576399173458,84335574581.5072,-4.62451503749502,3847.60137695639,21.6314789399461,6.15394508391738,37.089118857292,29.051,68.331,12.834,12.834,30.079,30.272,21.555,7.652,9.607,4.922,3.656,5.113,3.091,8.251,3.955,5.364,34.004,21.188,25.449,-1.40761494671392,69.3389132601966,0.514700552667608,37.7,80.066,73.691,76.928,0.530626559530355,2.7,5.364,18.713,51533.82352941176,200454.5721590909,7927.98679245283,51.0,88.0,53.0,2628225.0,17640002.349999998,420183.3,17138554.0,22561807.0,11635756.0,10926050.0,3945488.0,3.0,10.0,6.0,152759.0,152765.0,0.0,0.0
Sri Lanka,2021,16.9214215895555,88556698937.7033,4.2074764951157,3996.96240014909,24.3074247396444,7.01478071238195,41.2288463291999,28.917,67.581,11.503,11.519,27.386,27.601,19.539,3.865,4.706,2.703,3.145,4.735,2.519,7.698,3.649,4.981,34.785,20.674,25.371,-3.70866603778749,67.8161351183492,0.66882570941316,37.7,79.522,72.97,76.278,1.07544995696428,2.7,4.981,18.86,53557.07843137255,208443.44170454546,7732.726415094339,51.0,88.0,53.0,2731411.0,18343022.87,409834.5,17157885.0,22700372.0,11710071.0,10990301.0,3988114.0,5.0,35.0,7.0,330770.0,330777.0,0.0,0.0
Sri Lanka,2022,21.5595624620967,74143020262.8076,-7.34919301306745,3342.63650253855,25.1230455575852,49.7211021114327,46.6826080196819,29.623,67.073,13.033,13.101,26.162,26.45,19.677,5.366,5.86,4.7,3.112,3.856,2.817,6.268,3.661,4.528,25.86,19.554,21.732,-1.95359411175867,81.3262905033885,1.19249322228343,37.7,80.451,74.033,77.3,0.112772639779474,2.7,4.528,19.026,51872.80392156863,181420.6428409091,7608.97924528302,51.0,88.0,53.0,2645513.0,15965016.57,403275.9,17170199.0,22834965.0,11782563.0,11052402.0,4034302.0,5.0,15.0,6.0,178170.0,178176.0,0.0,0.0
Sri Lanka,2023,20.689136230194,83716142582.1945,-2.3298481898334,3798.89016573011,22.8470940659011,16.5411742279832,43.5362302960951,28.648,66.829,11.725,13.101,25.737,26.45,18.815,5.366,5.86,4.7,3.112,3.856,2.817,9.396,4.307,5.997,34.386,21.964,26.262,1.86213703632984,75.5983345222285,0.850285474860616,37.7,80.593,74.244,77.483,-0.651320770103285,2.7,5.997,19.211,51951.0,201170.2132894737,7607.418867924529,51.0,76.0,53.0,2649501.0,15288936.21,403193.2,17174747.0,22971617.0,11855773.0,11115844.0,4083985.0,5.0,9.0,3.0,288845.0,288848.0,0.0,0.0
Sri Lanka,2024,19.8863207168995,98963185509.6499,5.00871930957159,4515.56787322732,22.5111801542053,-0.42936004906973,42.3975008711047,29.048,67.249,12.508,13.101,26.581,26.45,19.628,5.366,5.86,4.7,3.112,3.856,2.817,7.978,3.513,4.996,29.634,18.431,22.325,1.86213703632984,75.5983345222285,0.850285474860616,37.7,80.593,74.244,77.483,-0.550589519145017,2.7,4.996,19.416,51951.0,201170.2132894737,7607.418867924529,0.0,0.0,0.0,0.0,0.0,0.0,17174747.0,22971617.0,11855773.0,11115844.0,4083985.0,4.0,62.0,69.0,1007986.0,1008055.0,0.0,0.0
Sweden,2000,43.2446165917328,262905197441.662,4.63111600378974,29632.7736101599,38.2269936358088,0.899143734041633,81.4716102275416,55.201,62.149,48.48,37.137,46.855,36.619,47.649,2.961,2.254,3.758,8.125,8.24,8.041,5.0,5.892,5.466,7.942,10.584,9.29,4.44602906629137,28.129121817334987,8.67911210694387,27.0,82.0,77.4,79.6439024390244,0.160575484575313,0.2,5.466,84.026,45975.58064516129,258581.5275,26539.840625,31.0,72.0,32.0,1425243.0,18617869.98,849274.9,1418749.0,8872101.0,4485559.0,4386542.0,7462891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2001,42.8987315948306,242499249692.616,1.36076692513873,27259.4806735435,37.6699687280297,2.40595834145438,80.5687003228602,56.002,63.587,46.975,46.975,45.555,45.551,46.248,2.288,2.122,2.496,7.815,7.787,7.835,4.397,5.033,4.73,10.598,12.696,11.668,6.17153895517197,28.129121817334987,7.51252224886398,26.5,82.1,77.6,79.7951219512195,0.268470527954234,0.2,4.73,84.071,43957.8064516129,250577.94205479452,25573.275,31.0,73.0,32.0,1362692.0,18292189.77,818344.8,1417317.0,8896022.0,4495247.0,4400775.0,7480476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2002,41.160909734463,267373345246.531,2.27767113062968,29957.9387652616,35.9239944365937,2.15848213589264,77.0849041710567,56.002,63.208,44.284,44.282,43.699,43.696,43.985,2.663,2.124,3.346,7.831,8.942,7.054,4.622,5.278,4.965,12.42,13.406,12.924,4.65735916876796,28.129121817334987,6.87489824052354,26.2,82.1,77.7,79.8463414634146,0.325438067703728,0.0,4.965,84.133,43326.58064516129,249481.13479452053,25313.890625,31.0,73.0,32.0,1343124.0,18212122.84,810044.5,1415408.0,8925047.0,4507025.0,4418021.0,7505286.0,2.0,1.0,0.0,350.0,350.0,0.0,0.0
Sweden,2003,40.3353343774744,334074051172.972,1.88094411817545,37292.4214343004,34.9924835910555,1.92565534892391,75.3278179685299,55.849,62.587,44.079,44.072,42.709,42.701,43.378,3.475,2.496,4.721,8.573,9.249,8.086,5.009,6.054,5.555,13.12,15.454,14.312,5.85856760628163,28.129121817334987,1.79830890630106,25.3,82.4,77.9,80.0951219512195,0.372092942799084,0.4,5.555,84.196,43548.93548387097,242874.24671232878,25473.596875,31.0,73.0,32.0,1350017.0,17729820.01,815155.1,1414725.0,8958431.0,4521257.0,4437173.0,7536697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2004,42.7181679823666,384547211147.247,4.17953040762463,42758.2015503417,36.0173517400395,0.373659828721813,78.7355197224061,54.852,61.728,39.92,39.915,39.21,39.2,39.557,3.957,3.332,4.785,10.01,10.615,9.599,6.182,7.158,6.693,17.174,19.788,18.522,5.95565227135175,28.129121817334987,4.38298586102438,26.1,82.7,78.4,80.4975609756098,0.393298991357658,0.5,6.693,84.258,43682.25806451613,249256.36575342464,27087.396875,31.0,73.0,32.0,1354150.0,18195714.7,866796.7,1415350.0,8993808.0,4537023.0,4456785.0,7575289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2005,45.3308535530062,391690329314.475,2.79317686019922,43378.6152117149,38.8366669046691,0.453170852576182,84.1675204576753,54.548,62.167,39.83,39.833,37.701,37.687,38.74,4.751,4.495,5.081,13.986,16.005,12.604,7.728,7.884,7.81,22.433,23.223,22.829,6.02091428608613,28.129121817334987,5.30589730213508,26.8,82.8,78.4,80.5463414634146,0.399942762807279,1.1,7.81,84.319,40250.06451612903,240495.42424657533,27825.6125,31.0,73.0,32.0,1247752.0,17556165.97,890419.6,1417334.0,9029771.0,4553097.0,4476673.0,7621289.0,1.0,7.0,0.0,0.0,0.0,2800000.0,0.0
Sweden,2006,47.5975729379243,422530427475.536,4.67599870313569,46531.6001120572,40.7322629505433,1.3602146862768,88.3298358884675,54.934,62.903,40.434,40.438,40.195,40.17,40.311,4.39,4.176,4.673,12.463,13.269,11.789,7.255,6.895,7.066,22.049,20.919,21.475,8.15771409681235,28.129121817334987,5.21918776603986,26.4,82.9,78.7,80.7487804878049,0.562483906481893,0.4,7.066,84.43,38037.25806451613,219164.72534246574,26821.4875,31.0,73.0,32.0,1179155.0,15999024.95,858287.6,1416324.0,9080623.0,4575432.0,4505190.0,7679940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2007,47.7232469171846,490050156832.574,3.22491132428186,53568.5645523213,41.8231837860049,2.21216883436735,89.5464307031896,55.846,63.814,42.304,42.312,42.059,42.047,42.178,3.646,3.36,4.021,11.852,12.933,10.932,6.466,5.885,6.161,19.789,18.749,19.26,8.14763877183429,28.129121817334987,9.41607851555743,27.1,83.0,78.9,80.9,0.741552514625445,0.5,6.161,84.588,38138.87096774193,228099.46739726028,25648.149999999998,31.0,73.0,32.0,1182305.0,16651261.120000001,820740.7999999999,1412213.0,9148274.0,4604439.0,4543836.0,7751030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2008,49.0133079236968,514616528348.834,-0.923123085602214,55817.4392710726,43.7945935141156,3.43704910602874,92.8079014378124,55.908,63.956,42.071,42.082,42.254,42.24,42.165,3.538,3.337,3.801,12.845,14.201,11.695,6.565,5.937,6.235,20.738,19.695,20.206,7.92880401124683,28.129121817334987,8.05192832202574,28.1,83.2,79.1,81.1,0.779033290770134,0.7,6.235,84.746,41020.709677419356,225559.51391891894,25173.19375,31.0,74.0,32.0,1271642.0,16691404.030000001,805542.2,1409010.0,9219900.0,4635965.0,4583935.0,7827880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2009,43.458344702151,434313804907.366,-4.25557374472815,46707.8673215418,38.4995446957734,-0.494460544377991,81.9578893979245,54.621,61.595,38.869,38.878,37.67,37.65,38.254,4.553,4.087,5.163,15.82,16.216,15.49,8.012,8.657,8.351,23.763,26.222,25.024,5.96761997158493,28.129121817334987,2.06322514266274,27.3,83.4,79.4,81.3512195121951,0.851904412936677,0.5,8.351,84.902,40419.87096774193,236783.56027027027,26409.434375,31.0,74.0,32.0,1253016.0,17521983.46,845101.9,1406182.0,9298740.0,4672261.0,4626479.0,7907296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2010,44.8762519600702,492753255885.718,5.75073583944071,52542.8274141037,40.2147975056391,1.15798802715628,85.0910494657093,53.963,61.645,39.155,39.16,38.554,38.525,38.847,4.778,4.441,5.21,16.964,17.817,16.281,8.522,8.689,8.61,23.656,25.799,24.761,5.92503947637938,28.129121817334987,0.126859058768842,27.7,83.5,79.5,81.4512195121951,0.852524628765313,0.6,8.61,85.056,38587.93548387097,215180.8567105263,26773.59375,31.0,76.0,32.0,1196226.0,16353745.11,856755.0,1403234.0,9378232.0,4708489.0,4669743.0,7986934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2011,45.4133584896493,570541353128.724,3.16391049665788,60379.7748160321,40.9769665855564,2.9611507382214,86.3903250752058,54.918,62.323,41.03,41.023,40.801,40.792,40.912,4.296,3.921,4.791,16.503,17.465,15.742,7.763,7.841,7.804,22.264,23.274,22.784,5.51025822994297,28.129121817334987,1.22328622056408,27.6,83.8,79.9,81.8024390243903,0.755150133665177,0.7,7.804,85.297,39156.354838709674,226847.52671052632,28886.071875,31.0,76.0,32.0,1213847.0,17240412.03,924354.3,1391807.0,9449259.0,4740618.0,4708641.0,8074085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2012,44.8327995721319,549742183874.355,-0.414465736835979,57749.8251328664,40.4648716395598,0.888377506923638,85.2976712116916,55.124,61.873,41.576,41.562,38.836,38.822,40.17,4.42,3.947,5.047,17.581,18.124,17.154,7.712,8.215,7.976,22.199,24.99,23.609,5.53301807097919,28.129121817334987,0.777370132358845,27.6,83.6,79.9,81.7048780487805,0.739763272434863,0.5,7.976,85.62,39415.51612903226,234827.23986666664,28416.984375,31.0,75.0,32.0,1221881.0,17612042.99,909343.5,1371997.0,9519487.0,4772998.0,4746489.0,8168910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2013,42.7354944580727,584128116410.29,1.13771650768102,60844.2767113975,38.9043189029996,-0.0442929701485858,81.6398133610723,55.396,62.1,42.873,42.86,40.551,40.535,41.68,4.438,4.165,4.801,18.791,20.161,17.755,7.888,8.201,8.052,22.273,24.726,23.519,4.33477452937431,28.129121817334987,0.254696304546181,28.8,83.8,80.2,81.9560975609756,0.847348652246305,0.7,8.052,85.936,39061.51612903226,233419.3838157895,30493.053125,31.0,76.0,32.0,1210907.0,17739873.17,975777.7,1352261.0,9600620.0,4810385.0,4790235.0,8262986.000000001,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Sweden,2014,43.4579909644641,577730245154.162,2.29576379216599,59583.7140001673,40.3646558011829,-0.179638494114635,83.822646765647,55.654,62.047,44.036,44.011,41.622,41.584,42.794,4.369,4.0,4.842,19.084,21.209,17.522,7.695,8.189,7.954,21.432,24.161,22.822,3.25046610689162,28.129121817334987,-1.04543478042344,28.4,84.2,80.4,82.2536585365854,0.992219728591882,0.5,7.954,86.247,39877.12903225807,231010.491125,30947.815625,31.0,80.0,32.0,1236191.0,18480839.29,990330.1,1332551.0,9696433.0,4853050.0,4843383.0,8356825.000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2015,43.7085174083032,501698263620.663,4.41014068702994,51197.9529341175,40.4486565234909,-0.0467847449832812,84.1571739317941,56.165,62.247,45.476,45.458,42.435,42.414,43.907,4.264,3.831,4.835,18.863,21.74,16.747,7.291,7.561,7.432,19.536,21.18,20.365,2.59383978182219,28.129121817334987,1.94889442525099,29.2,84.1,80.4,82.2048780487805,1.05745468551674,0.6,7.432,86.553,39732.8064516129,222650.20725000004,30150.559375,31.0,80.0,32.0,1231717.0,17812016.580000002,964817.9,1312954.0,9799481.0,4897775.0,4901707.0,8450611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2016,42.9104474221915,514218206628.325,2.34974080709026,51820.3972482676,40.3533533269797,0.984269244577992,83.2638007491712,56.715,62.542,45.965,45.942,43.093,43.072,44.477,4.035,3.512,4.714,18.841,20.037,17.932,6.585,7.356,6.99,17.249,20.466,18.896,1.84679598887557,28.129121817334987,3.00853908060468,29.6,84.1,80.6,82.3073170731707,1.25645398510305,0.4,6.99,86.852,38567.8125,228597.613125,29065.266666666666,32.0,80.0,33.0,1234170.0,18287809.05,959153.8,1293399.0,9923280.0,4951025.0,4972255.0,8544134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2017,43.8942356892688,536083940228.684,1.8251560179849,53300.8587281785,42.027014731043,1.79449904665589,85.9212504203118,57.127,63.062,45.995,45.972,43.937,43.914,44.924,4.059,3.557,4.697,18.528,20.167,17.262,6.441,6.969,6.718,16.943,18.755,17.875,2.07432570613664,28.129121817334987,4.53384406821975,28.8,84.1,80.8,82.409756097561,1.34744505956262,0.3,6.718,87.146,38635.96875,234115.919375,29962.666666666668,32.0,80.0,33.0,1236351.0,18729273.55,988768.0,1273943.0,10057862.0,5009745.0,5048116.0,8636758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,2018,45.8909449211588,551312498430.164,1.90296457254834,54181.9069780904,44.2387507945047,1.95353530127028,90.1296957156635,57.462,63.383,46.452,46.433,43.053,43.032,44.678,3.699,3.183,4.362,18.709,21.034,17.031,6.236,6.482,6.365,16.244,18.511,17.4,2.19206475154499,28.129121817334987,-0.129536947454265,30.0,84.3,80.9,82.5585365853659,1.16164515996039,0.9,6.365,87.431,17830.15625,142491.18714285715,26816.843589743592,64.0,105.0,39.0,1141130.0,14961574.65,1045856.9,1254718.0,10175405.0,5062738.0,5112667.0,8727991.0,1.0,0.0,0.0,0.0,0.0,102000.0,0.0
Sweden,2019,48.2412138172619,532169294165.94,2.54964787203104,51773.0464558993,44.2798696637669,1.78415097403835,92.5210834810288,57.079,63.312,45.148,45.121,42.88,42.866,43.96,3.72,3.388,4.153,20.588,25.151,17.417,6.957,6.722,6.833,19.654,20.511,20.094,5.32712064769758,28.129121817334987,2.98447516897391,29.3,84.8,81.5,83.109756097561,1.01372226345511,0.4,6.833,87.708,18604.53125,176545.018,27451.735897435898,64.0,105.0,39.0,1190690.0,18537226.89,1070617.7,1235720.0,10279125.0,5109878.0,5169247.0,8817415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
